64,1469,2010-07-31 11:44:28.663,69,540
15,1469,2010-07-31 16:05:10.323,69,540
54,2571,2010-07-31 16:45:36.387,54,565
53,2571,2010-07-31 16:51:26.567,54,565
1,2571,2010-07-31 17:12:51.523,54,565
53,5361,2010-07-31 19:03:29.317,3,6
71,2263,2010-07-31 19:19:18.940,71,120
22,2571,2010-07-31 20:19:23.443,54,565
72,2571,2010-07-31 21:19:30.767,54,565
34,1633,2010-07-31 22:15:04.653,34,601
30,1633,2010-07-31 22:16:48.160,34,601
0,1633,2010-07-31 22:17:03.853,34,601
11,3901,2010-08-01 01:21:10.777,11,557
19,5620,2010-08-01 06:04:21.480,19,615
31,5528,2010-08-01 09:29:35.570,31,622
15,1486,2010-08-01 09:36:44.293,64,620
35,2571,2010-08-01 10:06:28.810,54,565
64,1486,2010-08-01 14:41:53.057,64,620
0,5619,2010-08-01 15:56:22.290,757,635
35,5528,2010-08-01 18:34:29.597,31,622
71,5528,2010-08-01 19:46:23.357,118,642
30,1486,2010-08-01 23:10:27.357,64,620
76,5528,2010-08-01 23:19:31.833,118,642
1,4742,2010-08-02 00:17:43.460,1434,201348
0,5154,2010-08-02 00:36:51.830,46,656
85,4742,2010-08-02 02:04:22.600,1434,201348
85,2994,2010-08-02 02:27:03.390,85,645
66,5619,2010-08-02 07:19:22.577,757,635
76,5528,2010-08-02 10:15:07.343,118,642
3,5528,2010-08-02 12:55:09.280,118,642
46,5154,2010-08-02 13:39:51.000,46,656
58,53,2010-08-02 15:02:02.690,71,671
34,53,2010-08-02 15:05:51.620,71,671
13,4971,2010-08-02 16:09:19.247,782,166542
73,2571,2010-08-02 16:30:10.100,54,565
27,5528,2010-08-02 19:53:02.017,118,642
27,2571,2010-08-02 21:35:40.297,54,565
14,3016,2010-08-03 03:49:36.630,34,692
13,3321,2010-08-03 04:13:28.923,13,690
14,3321,2010-08-03 04:17:51.930,13,690
91,4442,2010-08-03 05:43:56.880,90,629
42,3016,2010-08-03 08:29:19.507,34,692
71,3016,2010-08-03 08:45:00.140,34,692
13,5286,2010-08-03 12:49:03.813,13,713
90,2540,2010-08-03 12:54:29.590,537,25633
90,1464,2010-08-03 12:59:21.077,121,16446
14,5286,2010-08-03 13:08:43.877,13,713
0,5286,2010-08-03 13:57:42.573,13,713
34,3016,2010-08-03 16:20:58.887,34,692
14,3714,2010-08-03 16:34:41.470,14,730
92,53,2010-08-03 20:02:44.153,71,671
30,4442,2010-08-03 21:28:22.860,90,629
0,2796,2010-08-03 22:47:10.973,5,743
5,2796,2010-08-03 22:58:56.230,5,743
71,2796,2010-08-03 23:34:22.137,5,743
1,3846,2010-08-04 05:13:27.497,1,766
60,4684,2010-08-04 08:44:13.320,60,454
90,4684,2010-08-04 08:47:08.693,60,454
42,3212,2010-08-04 08:50:06.193,1431,48535
72,2562,2010-08-04 13:10:27.350,39,67
34,3212,2010-08-04 13:48:57.430,1431,48535
17,5620,2010-08-04 14:01:53.987,19,615
66,3496,2010-08-04 14:21:08.083,66,209
94,3187,2010-08-04 19:07:11.997,96,800
96,3187,2010-08-04 19:07:59.670,96,800
94,3678,2010-08-04 19:26:18.060,94,804
15,3678,2010-08-04 19:39:21.277,94,804
5,4208,2010-08-04 19:55:53.227,44,813
0,1779,2010-08-04 19:58:53.907,107,814
99,3846,2010-08-04 19:59:19.350,1,766
5,1779,2010-08-04 19:59:42.703,107,814
3,3678,2010-08-04 20:07:00.663,94,804
61,3678,2010-08-04 20:12:26.487,94,804
98,4253,2010-08-04 20:22:00.803,21,111
99,3067,2010-08-04 20:45:56.530,99,833
53,3187,2010-08-04 20:51:17.127,96,800
102,3067,2010-08-04 20:53:36.560,99,833
53,4684,2010-08-04 21:00:24.440,60,454
95,3949,2010-08-04 21:05:53.933,1,852
27,3496,2010-08-04 21:22:11.343,66,209
1,3949,2010-08-04 21:25:54.960,1,852
44,4208,2010-08-04 21:31:22.713,44,813
82,4616,2010-08-04 21:44:10.837,82,867
30,3016,2010-08-04 21:53:01.577,104,860
104,3016,2010-08-04 21:54:43.857,104,860
44,3016,2010-08-04 22:13:01.860,104,860
109,4616,2010-08-04 22:14:09.863,82,867
13,3106,2010-08-04 22:19:30.950,107,868
109,5430,2010-08-04 22:34:56.293,109,856
88,5430,2010-08-04 22:49:17.817,109,856
107,3106,2010-08-04 22:56:57.867,107,868
106,3962,2010-08-04 22:58:05.850,162,897
107,1779,2010-08-04 23:26:21.097,107,814
95,5610,2010-08-04 23:50:32.900,757,59347
0,5610,2010-08-04 23:54:45.437,757,59347
94,5610,2010-08-05 00:27:05.780,757,59347
94,5154,2010-08-05 00:40:21.573,117,933
118,5528,2010-08-05 00:42:14.597,118,642
85,4075,2010-08-05 00:51:57.760,2,80
117,5154,2010-08-05 01:06:24.987,117,933
59,3962,2010-08-05 03:00:00.223,162,897
70,3030,2010-08-05 03:42:27.850,13,131
31,5154,2010-08-05 05:31:11.687,117,933
90,3962,2010-08-05 06:08:19.243,162,897
0,5114,2010-08-05 06:17:43.593,66,974
100,3714,2010-08-05 07:03:03.240,14,730
100,5154,2010-08-05 07:10:49.230,117,933
96,4030,2010-08-05 07:26:37.170,96,988
123,5154,2010-08-05 08:01:47.803,117,933
22,5430,2010-08-05 08:13:52.693,109,856
66,5114,2010-08-05 08:31:19.757,66,974
124,5114,2010-08-05 08:37:19.013,66,974
124,5513,2010-08-05 08:49:05.930,124,1007
100,5114,2010-08-05 09:01:15.627,66,974
100,5513,2010-08-05 09:33:46.330,124,1007
81,4450,2010-08-05 09:52:17.580,81,25961
8,4450,2010-08-05 09:53:19.763,81,25961
100,5513,2010-08-05 10:02:58.120,124,1007
128,3949,2010-08-05 10:03:29.693,1,852
128,4442,2010-08-05 10:15:13.300,90,629
64,3678,2010-08-05 10:36:59.110,94,804
100,5114,2010-08-05 10:38:35.753,66,974
64,5610,2010-08-05 10:44:04.527,757,59347
31,4450,2010-08-05 11:17:04.133,81,25961
90,4442,2010-08-05 11:32:10.863,90,629
90,3949,2010-08-05 11:34:27.350,1,852
130,2796,2010-08-05 12:02:47.710,5,743
130,1469,2010-08-05 12:10:27.200,69,540
106,5429,2010-08-05 12:28:02.177,106,1069
8,1396,2010-08-05 12:32:23.277,66,1084
90,3103,2010-08-05 12:33:08.547,28,69
87,4436,2010-08-05 12:34:58.107,0,1083
68,3294,2010-08-05 12:35:30.463,68,1090
132,5429,2010-08-05 12:43:09.557,106,1069
135,3106,2010-08-05 12:52:03.613,107,868
13,1773,2010-08-05 12:55:38.673,14,1086
96,119,2010-08-05 12:59:32.257,13,1102
13,119,2010-08-05 13:02:37.210,13,1102
14,1773,2010-08-05 13:28:24.867,14,1086
94,5289,2010-08-05 13:37:49.747,46,1120
0,4436,2010-08-05 13:38:15.380,0,1083
311,4436,2010-08-05 13:43:10.970,0,1083
5,3678,2010-08-05 13:45:34.083,94,804
93,1779,2010-08-05 14:02:50.680,107,814
66,1396,2010-08-05 14:06:35.993,66,1084
94,4344,2010-08-05 14:08:15.833,71,1132
137,4030,2010-08-05 14:08:15.863,96,988
96,5681,2010-08-05 14:24:42.680,96,1143
124,1489,2010-08-05 14:45:10.113,64,1148
106,5681,2010-08-05 14:46:24.683,96,1143
94,5528,2010-08-05 14:51:16.590,165,1145
128,5681,2010-08-05 14:51:34.767,96,1143
64,1489,2010-08-05 14:53:43.543,64,1148
66,1489,2010-08-05 14:57:03.977,64,1148
64,5289,2010-08-05 15:00:27.137,46,1120
124,3294,2010-08-05 15:04:59.483,68,1090
96,2784,2010-08-05 15:08:41.330,109,1164
124,2784,2010-08-05 15:10:40.390,109,1164
137,5528,2010-08-05 15:15:45.163,165,1145
106,2784,2010-08-05 15:25:29.010,109,1164
128,5289,2010-08-05 15:34:21.907,46,1120
109,2784,2010-08-05 15:46:16.720,109,1164
46,5289,2010-08-05 15:55:19.287,46,1120
95,1310,2010-08-05 16:16:03.730,109,1190
69,4344,2010-08-05 16:43:40.733,71,1132
90,119,2010-08-05 16:55:02.933,13,1102
34,1310,2010-08-05 16:58:32.647,109,1190
0,4722,2010-08-05 17:23:15.247,34,1207
94,4722,2010-08-05 17:40:59.947,34,1207
34,4722,2010-08-05 18:08:45.177,34,1207
0,3011,2010-08-05 18:11:51.783,0,1220
139,3011,2010-08-05 18:19:54.907,0,1220
95,2681,2010-08-05 18:22:53.577,82,1224
82,2681,2010-08-05 18:27:35.580,82,1224
95,5669,2010-08-05 18:43:03.333,137,1230
96,5669,2010-08-05 18:45:30.333,137,1230
96,5344,2010-08-05 19:01:21.987,13,1233
137,5669,2010-08-05 19:05:03.853,137,1230
13,5344,2010-08-05 19:07:55.547,13,1233
71,4344,2010-08-05 19:31:22.163,71,1132
13,4609,2010-08-05 19:41:52.500,137,1242
137,4609,2010-08-05 19:44:12.230,137,1242
75,5669,2010-08-05 20:52:57.557,137,1230
75,5289,2010-08-05 21:02:12.233,46,1120
37,4609,2010-08-05 21:18:50.357,137,1242
75,1396,2010-08-05 21:33:24.190,66,1084
68,4609,2010-08-05 21:48:04.637,137,1242
70,4609,2010-08-05 21:53:32.290,137,1242
71,53,2010-08-05 21:57:42.490,71,671
54,98,2010-08-05 23:41:12.760,30,1283
0,2970,2010-08-05 23:43:20.073,0,1285
13,2970,2010-08-05 23:55:50.740,0,1285
147,2970,2010-08-06 00:00:43.837,0,1285
85,5361,2010-08-06 00:00:44.367,3,6
147,4609,2010-08-06 00:12:10.060,137,1242
30,2970,2010-08-06 00:15:04.440,0,1285
147,98,2010-08-06 00:16:19.507,30,1283
30,98,2010-08-06 00:59:38.550,30,1283
90,4510,2010-08-06 03:29:13.403,90,1305
90,98,2010-08-06 03:35:50.153,30,1283
95,5344,2010-08-06 04:25:35.690,13,1233
95,3253,2010-08-06 04:49:26.317,150,1336
95,4510,2010-08-06 04:52:33.583,90,1305
9,3253,2010-08-06 05:09:39.550,150,1336
64,3253,2010-08-06 05:51:54.383,150,1336
1,3257,2010-08-06 06:11:51.747,137,1345
150,3253,2010-08-06 06:43:46.087,150,1336
150,5192,2010-08-06 06:47:50.757,124,1357
150,5171,2010-08-06 06:51:33.963,320,9017
66,98,2010-08-06 07:03:12.927,30,1283
88,1310,2010-08-06 07:31:51.950,109,1190
96,5618,2010-08-06 07:34:46.267,97,1366
87,5618,2010-08-06 07:35:15.877,97,1366
128,4609,2010-08-06 09:34:40.777,137,1242
124,5192,2010-08-06 10:04:59.223,124,1357
128,5033,2010-08-06 11:33:15.613,108,1385
109,1310,2010-08-06 14:00:49.297,109,1190
124,5033,2010-08-06 14:24:00.297,108,1385
108,5033,2010-08-06 14:26:01.213,108,1385
99,4609,2010-08-06 14:47:31.687,137,1242
124,4609,2010-08-06 15:03:23.463,137,1242
75,5192,2010-08-06 16:34:51.217,124,1357
96,2571,2010-08-06 16:39:58.810,96,1420
0,2571,2010-08-06 16:59:35.197,96,1420
144,2571,2010-08-06 17:15:21.180,96,1420
108,5618,2010-08-06 18:18:52.120,97,1366
13,1248,2010-08-06 18:28:25.687,13,1441
137,1248,2010-08-06 18:35:50.167,13,1441
137,3257,2010-08-06 18:50:50.590,137,1345
158,3664,2010-08-06 19:02:26.823,13,37
87,1869,2010-08-06 19:36:08.160,87,1459
144,1869,2010-08-06 20:08:50.373,87,1459
77,3016,2010-08-06 20:26:52.133,104,860
71,1869,2010-08-06 20:27:52.363,87,1459
15,3667,2010-08-06 20:29:27.197,2649,152
77,5344,2010-08-06 20:40:17.147,13,1233
13,4991,2010-08-06 21:08:40.897,787,1488
34,1873,2010-08-06 21:26:20.463,34,1500
96,1873,2010-08-06 21:27:35.317,34,1500
137,3465,2010-08-06 21:34:08.277,137,1501
13,3465,2010-08-06 21:35:30.290,137,1501
77,3942,2010-08-06 21:36:47.170,275,182
13,1873,2010-08-06 21:40:08.337,34,1500
159,1248,2010-08-07 00:33:00.780,13,1441
0,1403,2010-08-07 02:35:35.267,85,1529
85,1403,2010-08-07 03:21:24.023,85,1529
1,1403,2010-08-07 07:40:45.203,85,1529
107,1489,2010-08-07 08:40:14.477,64,1148
159,3465,2010-08-07 10:36:04.393,137,1501
159,3016,2010-08-07 10:52:42.987,104,860
71,1403,2010-08-07 11:25:30.360,85,1529
91,4609,2010-08-07 12:04:08.693,137,1242
96,4271,2010-08-07 12:32:56.780,96,1573
46,4271,2010-08-07 12:33:19.573,96,1573
47,3465,2010-08-07 12:42:30.163,137,1501
5,2025,2010-08-07 14:41:27.743,128,1577
107,2025,2010-08-07 15:42:50.260,128,1577
37,1403,2010-08-07 17:11:23.137,85,1529
165,3161,2010-08-07 18:07:40.757,165,1596
71,2025,2010-08-07 20:36:16.740,128,1577
71,2025,2010-08-07 20:38:34.897,128,1577
166,3161,2010-08-07 20:46:57.687,165,1596
166,4635,2010-08-07 20:55:04.193,179,1618
85,3161,2010-08-07 22:03:22.037,165,1596
85,2565,2010-08-07 22:22:04.793,164,1620
13,3858,2010-08-08 02:47:44.447,13,1637
19,3858,2010-08-08 02:59:13.830,13,1637
144,3858,2010-08-08 08:11:08.493,13,1637
71,3858,2010-08-08 08:30:49.350,13,1637
164,2565,2010-08-08 09:52:56.913,164,1620
107,97,2010-08-08 10:04:40.717,159,1626
167,3016,2010-08-08 10:54:01.147,104,860
167,3161,2010-08-08 11:13:47.253,165,1596
71,3161,2010-08-08 11:35:15.883,165,1596
100,5195,2010-08-08 13:09:36.140,100,1400
128,2025,2010-08-08 17:50:29.097,128,1577
137,4865,2010-08-08 18:55:35.547,137,1686
46,5195,2010-08-08 19:03:33.893,100,1400
144,5338,2010-08-08 22:25:49.830,136,1691
146,5528,2010-08-08 23:46:53.850,165,1145
13,4004,2010-08-09 01:54:06.990,13,1722
0,77,2010-08-09 04:29:19.467,175,1733
117,4004,2010-08-09 05:17:22.610,13,1722
122,1515,2010-08-09 07:48:59.497,93,1743
22,1515,2010-08-09 08:00:40.827,93,1743
93,1515,2010-08-09 08:30:54.937,93,1743
106,1396,2010-08-09 09:06:32.557,70,1736
106,3472,2010-08-09 11:13:25.737,106,1755
71,4004,2010-08-09 11:32:35.597,13,1722
13,4027,2010-08-09 17:19:39.593,13,1784
85,4395,2010-08-09 19:00:01.657,107,1786
0,2772,2010-08-09 20:32:30.047,0,1792
71,2772,2010-08-09 20:35:53.597,0,1792
106,5115,2010-08-09 23:00:47.750,106,1807
88,5115,2010-08-09 23:04:46.870,106,1807
159,5115,2010-08-09 23:05:59.410,106,1807
78,5115,2010-08-09 23:32:58.753,106,1807
13,4201,2010-08-10 00:21:43.490,13,1813
161,2644,2010-08-10 07:10:35.540,211,1820
66,1396,2010-08-10 07:16:45.387,70,1736
106,2303,2010-08-10 09:19:30.747,106,1830
106,4811,2010-08-10 09:33:38.320,106,1832
137,2303,2010-08-10 10:38:02.297,106,1830
170,2644,2010-08-10 11:38:49.350,211,1820
137,4611,2010-08-10 13:49:26.417,93,1844
13,3342,2010-08-10 14:02:45.527,13,1847
106,3342,2010-08-10 14:03:17.570,13,1847
137,3342,2010-08-10 14:09:07.133,13,1847
95,4611,2010-08-10 14:26:01.510,93,1844
80,4611,2010-08-10 15:31:16.763,93,1844
144,2644,2010-08-10 15:34:09.353,211,1820
144,5115,2010-08-10 16:02:37.873,106,1807
167,5115,2010-08-10 16:13:47.457,106,1807
93,4611,2010-08-10 16:20:13.757,93,1844
3,4201,2010-08-10 18:07:45.650,13,1813
89,2303,2010-08-10 18:23:28.130,106,1830
95,3019,2010-08-10 19:23:14.293,168,1874
168,3019,2010-08-10 19:55:32.687,168,1874
82,3019,2010-08-10 20:03:42.933,168,1874
75,2424,2010-08-10 20:06:51.023,168,1881
52,2424,2010-08-10 20:06:51.317,168,1881
82,2424,2010-08-10 20:09:26.537,168,1881
168,2424,2010-08-10 20:15:41.157,168,1881
168,2424,2010-08-10 20:45:08.230,168,1881
168,3019,2010-08-10 20:48:28.240,168,1874
26,3019,2010-08-10 22:17:25.387,168,1874
106,2424,2010-08-10 22:43:11.167,168,1881
113,2424,2010-08-10 23:04:25.690,168,1881
30,5114,2010-08-11 02:43:23.233,14,481
71,3097,2010-08-11 08:14:02.097,71,1919
66,3097,2010-08-11 08:52:04.063,71,1919
132,3019,2010-08-11 10:14:06.937,168,1874
82,3103,2010-08-11 12:24:36.597,28,69
104,3253,2010-08-11 15:06:44.800,104,1943
0,3253,2010-08-11 15:19:02.873,104,1943
13,3253,2010-08-11 15:24:22.707,104,1943
41,3253,2010-08-11 15:39:52.990,104,1943
102,5429,2010-08-11 16:15:07.447,106,1069
102,4004,2010-08-11 16:19:09.767,13,1722
157,2644,2010-08-11 17:32:54.207,211,1820
168,4004,2010-08-11 17:54:28.083,13,1722
40,5114,2010-08-11 19:31:41.080,14,481
40,5192,2010-08-11 19:35:09.060,124,1357
0,4816,2010-08-11 20:42:51.423,71,1982
71,4816,2010-08-11 20:53:26.033,71,1982
95,2318,2010-08-11 21:06:16.580,168,1986
175,2318,2010-08-11 22:43:03.643,168,1986
175,77,2010-08-11 22:47:03.997,175,1733
47,2318,2010-08-11 23:51:31.473,168,1986
21,5240,2010-08-12 02:34:15.607,21,2007
106,4226,2010-08-12 10:45:02.117,106,2021
153,4226,2010-08-12 12:00:37.403,106,2021
137,4226,2010-08-12 12:28:21.140,106,2021
21,3393,2010-08-12 13:35:00.297,111,2034
75,2635,2010-08-12 15:00:30.340,75,2045
137,2635,2010-08-12 15:00:57.547,75,2045
13,2350,2010-08-12 18:59:02.503,13,2073
168,2318,2010-08-12 20:16:51.177,168,1986
168,2318,2010-08-12 20:29:25.203,168,1986
137,2350,2010-08-12 20:38:28.957,13,2073
179,4635,2010-08-12 21:06:09.780,179,1618
179,5142,2010-08-12 21:35:11.293,0,2093
0,5142,2010-08-12 21:43:27.990,0,2093
112,2635,2010-08-12 23:38:35.800,75,2045
95,5142,2010-08-12 23:47:31.337,0,2093
85,1520,2010-08-13 00:12:57.683,85,447
157,2635,2010-08-13 01:48:55.387,75,2045
179,3015,2010-08-13 04:22:46.537,179,2134
85,3015,2010-08-13 05:04:21.150,179,2134
155,3843,2010-08-13 06:25:41.843,342,2126
180,4166,2010-08-13 06:54:27.963,180,2140
107,2297,2010-08-13 08:38:43.330,107,2146
84,3738,2010-08-13 09:01:57.020,95,2151
68,3738,2010-08-13 10:01:50.720,95,2151
80,3843,2010-08-13 12:39:49.180,342,2126
130,3738,2010-08-13 12:46:26.250,95,2151
34,2297,2010-08-13 12:59:23.087,107,2146
95,3738,2010-08-13 13:39:51.793,95,2151
170,2297,2010-08-13 14:29:35.560,107,2146
137,4904,2010-08-13 15:31:55.237,137,2182
137,4904,2010-08-13 15:36:29.777,137,2182
22,4497,2010-08-13 21:01:33.643,172,2212
0,4221,2010-08-13 21:16:15.353,179,2214
22,3489,2010-08-13 21:25:32.067,85,2219
106,3489,2010-08-13 21:26:45.623,85,2219
179,4221,2010-08-13 21:56:35.890,179,2214
107,4497,2010-08-13 22:05:59.007,172,2212
71,4221,2010-08-13 22:17:56.030,179,2214
107,3949,2010-08-13 22:40:23.467,1,852
172,4497,2010-08-13 23:35:10.450,172,2212
85,3489,2010-08-14 00:13:37.477,85,2219
160,4221,2010-08-14 06:03:47.500,179,2214
107,93,2010-08-14 08:56:20.650,107,2254
109,5447,2010-08-14 12:47:40.003,109,2263
107,5433,2010-08-14 13:44:13.840,107,2271
22,5433,2010-08-14 13:47:09.370,107,2271
179,5447,2010-08-14 17:28:17.877,109,2263
165,4146,2010-08-14 17:48:06.503,109,2280
107,4146,2010-08-14 19:43:36.853,109,2280
71,5433,2010-08-14 20:20:09.603,107,2271
23,5240,2010-08-14 20:31:30.950,21,2007
23,2146,2010-08-14 20:39:48.323,155,2283
85,2368,2010-08-15 05:32:48.347,260,4408
114,2146,2010-08-15 11:08:52.013,155,2283
155,2146,2010-08-15 12:02:42.640,155,2283
46,2368,2010-08-15 13:28:11.220,260,4408
22,3488,2010-08-15 15:05:43.840,82,2321
82,3488,2010-08-15 15:06:29.297,82,2321
106,3488,2010-08-15 16:06:39.633,82,2321
107,3488,2010-08-15 18:13:15.407,82,2321
113,5538,2010-08-16 02:27:02.427,165,2348
28,5743,2010-08-16 03:47:15.617,28,2353
165,5538,2010-08-16 04:23:22.990,165,2348
107,5743,2010-08-16 06:52:14.723,28,2353
107,3176,2010-08-16 08:39:17.013,107,2368
85,3176,2010-08-16 08:58:21.727,107,2368
66,3176,2010-08-16 09:21:17.957,107,2368
13,3107,2010-08-16 13:54:11.363,13,2379
106,3107,2010-08-16 14:32:39.900,13,2379
82,3107,2010-08-16 15:11:44.860,13,2379
137,5538,2010-08-16 16:17:59.360,165,2348
85,1515,2010-08-16 17:32:03.747,1922,2389
106,1515,2010-08-16 17:41:30.733,1922,2389
66,1515,2010-08-16 17:44:15.767,1922,2389
137,4333,2010-08-16 19:26:10.740,159,2408
0,1515,2010-08-16 19:42:58.410,1922,2389
167,5743,2010-08-16 20:40:16.290,28,2353
