0	890	1
0	920	1
0	3532	1
0	5857	1
0	6232	1
1	128	1
1	1632	1
2	2943	1
3	688	1
3	4946	1
3	5206	1
3	6111	1
4	311	1
5	1501	1
5	4849	1
6	1346	1
6	4531	1
7	1041	1
7	3242	1
7	4463	1
8	2369	1
8	3888	1
8	5332	1
8	6020	1
9	4037	1
9	5107	1
10	2015	1
11	2084	1
11	2904	1
11	3843	1
11	3866	1
11	4116	1
11	4463	1
12	1698	1
12	5271	1
13	1996	1
13	4141	1
14	622	1
14	1165	1
14	2364	1
14	3119	1
14	5484	1
14	6104	1
15	4141	1
16	327	1
16	2913	1
16	3188	1
16	3256	1
16	4409	1
16	5165	1
16	5196	1
16	6074	1
16	6165	1
17	1511	1
17	1601	1
17	2023	1
17	6241	1
18	2621	1
18	3478	1
18	3577	1
18	4098	1
18	5708	1
19	3342	1
19	4551	1
20	4027	1
20	6176	1
21	5586	1
21	5839	1
22	3037	1
23	1501	1
24	2074	1
25	3607	1
25	4757	1
26	1169	1
26	1222	1
26	2837	1
26	2929	1
26	4244	1
26	4738	1
26	4807	1
26	5105	1
26	5916	1
26	6151	1
27	699	1
27	6352	1
28	147	1
28	2634	1
29	6074	1
30	2084	1
31	5306	1
31	5572	1
31	6211	1
32	1924	1
32	2068	1
32	2152	1
32	4134	1
33	1087	1
33	2887	1
33	5009	1
34	3935	1
35	562	1
35	1393	1
35	6162	1
36	1531	1
36	4116	1
37	3429	1
37	4621	1
37	5206	1
37	5940	1
38	2359	1
38	2420	1
38	3672	1
39	857	1
40	5165	1
41	5330	1
42	80	1
42	2410	1
42	2762	1
42	6178	1
43	2823	1
44	717	1
44	2966	1
44	4722	1
44	6212	1
45	594	1
45	890	1
45	2594	1
45	4242	1
45	5397	1
45	5613	1
45	6280	1
46	5397	1
47	414	1
47	431	1
47	444	1
47	761	1
47	1238	1
47	1353	1
47	1603	1
47	2734	1
47	2808	1
47	3183	1
47	4647	1
47	4792	1
47	5040	1
47	5704	1
47	6200	1
47	6378	1
48	890	1
49	424	1
50	4233	1
51	29	1
52	3777	1
53	1178	1
53	2460	1
53	4691	1
53	5330	1
54	891	1
54	1309	1
54	4000	1
54	4600	1
55	5184	1
56	2922	1
56	6349	2
57	2834	1
58	890	1
58	4198	1
58	4200	1
58	5206	1
58	5245	1
58	5909	1
58	6128	1
59	507	1
59	1605	1
59	1616	1
59	1704	1
59	3347	1
59	3481	1
59	4394	1
59	4691	1
59	6127	1
59	6249	1
60	454	1
60	529	1
60	635	1
60	639	1
60	678	1
60	692	1
60	868	1
60	1051	1
60	1086	1
60	1586	1
60	1775	1
60	2153	1
60	2430	1
60	2520	1
60	2607	1
60	2772	1
60	3345	1
60	3381	1
60	3482	1
60	3834	1
60	3909	1
60	4156	1
60	4511	1
60	5050	1
60	5094	1
60	5437	1
60	5527	1
60	5759	1
60	6078	1
61	3969	1
61	4311	1
62	2569	1
62	5931	1
63	720	1
64	1517	1
64	4663	1
64	4691	1
65	2165	1
66	4116	1
66	4530	1
66	6329	1
67	1915	1
68	89	1
68	561	1
68	1965	1
68	4079	1
68	4167	1
68	4245	1
68	4366	1
68	4386	1
68	4691	1
68	4724	1
68	5341	1
68	6269	1
69	4370	1
69	4859	1
70	612	1
70	2250	1
70	5206	1
70	5338	1
70	5359	1
70	6012	1
70	6260	1
70	6380	1
71	2184	1
72	5207	1
73	1180	1
73	2111	1
73	2529	1
73	4536	1
74	524	1
75	1381	1
76	179	1
76	1310	1
76	2153	1
76	6264	1
77	3712	1
78	5289	1
78	5686	1
79	81	1
79	123	1
79	185	1
79	659	1
79	921	1
79	943	1
79	975	1
79	995	1
79	1008	1
79	1120	1
79	1159	1
79	1320	1
79	1331	1
79	1349	1
79	1442	1
79	1447	1
79	1547	1
79	1611	1
79	2402	1
79	2410	1
79	2485	1
79	2652	1
79	2884	1
79	2896	1
79	2945	1
79	3182	1
79	3378	1
79	3382	1
79	3497	1
79	3535	1
79	3565	1
79	3636	1
79	3639	1
79	4045	1
79	4069	1
79	4086	1
79	4315	1
79	4335	1
79	4853	1
79	4937	1
79	5585	1
79	5792	1
79	5830	1
79	6111	1
79	6133	1
79	6205	1
80	6381	1
81	919	1
81	930	1
81	1017	1
81	1489	1
81	4737	1
82	4722	1
82	5762	1
82	5811	1
83	1634	1
83	1672	1
83	1893	1
83	1936	1
83	2074	1
83	2097	2
83	2849	1
83	3764	1
83	3938	1
83	3979	3
83	3984	1
83	4135	1
83	4198	1
83	4220	1
84	1343	1
84	5059	1
85	90	1
85	212	1
85	588	1
85	639	1
85	789	1
85	812	1
85	858	1
85	917	1
85	1091	1
85	1178	1
85	1182	1
85	1559	1
85	1567	1
85	1915	1
85	1931	1
85	1994	1
85	2734	1
85	3382	1
85	3560	1
85	3778	1
85	3832	1
85	5119	1
85	5278	1
85	6153	1
85	6304	1
85	6381	1
86	494	1
86	1664	1
86	2074	1
86	2551	1
86	3698	1
86	5032	1
87	1422	1
87	2091	1
87	4744	1
87	4917	1
88	3554	1
88	4440	1
88	6074	1
89	5363	1
90	961	1
90	3229	1
90	3939	1
90	3979	2
91	3225	1
91	3932	1
91	5324	1
91	5802	1
92	675	1
92	970	1
92	1816	1
92	2216	1
92	3222	1
92	3313	1
92	4987	1
93	409	1
93	678	1
93	1100	1
93	2658	1
93	2867	1
93	3909	1
93	4710	1
93	5206	1
93	5319	1
93	5344	1
93	5870	1
94	19	1
94	238	1
94	1430	1
94	1550	1
94	1767	1
94	1900	1
94	1901	1
94	2084	1
94	2106	1
94	2926	1
94	3236	1
94	3447	1
94	3478	1
94	3518	1
94	3530	1
94	3651	1
94	3769	1
94	3788	1
94	3877	1
94	4094	1
94	4116	4
94	4166	1
94	4178	1
94	4216	1
94	4223	1
94	4280	1
94	4329	2
94	4339	1
94	4358	2
94	4394	1
94	4530	1
94	4629	1
94	4638	1
94	4691	4
94	4839	1
94	4878	1
94	5407	1
94	5412	1
94	5691	1
94	5787	1
94	6047	1
94	6052	1
94	6264	1
94	6314	1
94	6349	2
94	6351	1
95	732	1
95	1607	1
95	1861	1
95	2067	1
95	3909	1
95	5911	1
96	1271	1
96	5481	1
97	890	1
98	263	1
98	1113	1
99	78	1
99	784	1
100	2097	1
100	3339	1
101	2540	1
102	5126	1
103	4140	1
104	4301	1
105	1612	1
106	1406	1
107	1558	1
107	2411	1
107	3617	1
107	3704	1
107	3979	1
108	207	1
108	750	1
108	1093	1
108	1763	1
108	1915	1
108	6117	1
109	1872	1
110	412	1
110	1401	1
111	4554	1
111	4676	1
111	6151	1
112	2776	1
112	4593	1
112	6380	1
113	4169	1
113	4652	1
114	2410	1
114	3394	1
114	4884	1
114	5363	1
115	7	1
115	99	1
115	389	1
115	472	1
115	664	1
115	673	1
115	739	1
115	1037	1
115	1367	1
115	1451	1
115	1822	1
115	1941	1
115	2272	1
115	2279	1
115	2453	1
115	2491	1
115	2583	1
115	2676	1
115	2795	1
115	2969	1
115	3077	1
115	3382	1
115	3566	1
115	3584	1
115	3703	1
115	3909	1
115	4021	1
115	4039	1
115	4116	1
115	4747	1
115	4943	1
115	5051	1
115	5266	1
115	5494	1
115	5506	1
115	5516	1
115	5618	1
115	5868	1
115	6020	1
115	6078	1
115	6109	1
115	6136	1
115	6263	1
115	6300	1
115	6326	1
115	6362	1
115	6366	1
116	34	1
116	171	1
116	180	1
116	1241	1
116	1430	1
116	1450	1
116	2922	1
116	3382	1
116	3446	1
116	5397	1
116	6363	1
117	4619	1
118	5134	1
119	337	1
119	514	1
119	1831	1
119	1838	1
119	1882	1
119	2001	2
119	2097	2
119	2388	1
119	4463	1
119	5167	1
119	5195	1
119	5355	1
119	5358	1
119	5417	1
119	5461	1
119	5506	1
119	5675	1
119	6329	1
120	3650	1
120	4959	1
121	2085	1
122	6139	1
123	3964	1
123	6326	1
124	3546	1
124	4673	1
124	5776	1
124	6343	1
125	2359	2
125	3552	1
125	4460	1
125	5164	1
125	5297	1
126	1833	1
126	4092	1
126	4235	1
126	4963	1
126	6074	1
126	6185	1
127	3507	1
128	2339	1
129	5485	1
130	478	1
131	129	1
131	1873	1
131	2315	1
131	2551	1
132	5177	1
132	6123	1
133	171	1
133	218	1
133	585	1
133	775	1
133	890	1
133	894	1
133	987	1
133	1058	1
133	1380	1
133	2486	1
133	2736	1
133	2842	1
133	2861	1
133	3524	1
133	4022	1
133	4619	1
133	4665	1
133	4725	1
133	4890	1
133	4907	1
133	5852	1
134	3734	1
134	4334	1
135	4239	1
136	44	1
136	1038	1
136	2257	1
136	2894	1
136	3804	1
136	3949	1
136	5831	1
136	5962	1
137	355	1
137	2678	1
137	3926	1
137	5921	1
138	2392	1
139	532	1
140	2277	1
140	4691	1
140	4722	1
141	2074	1
142	2885	1
142	2988	1
142	3149	1
143	304	1
143	1915	1
143	3191	1
143	4720	1
144	3214	1
144	3581	1
144	5110	1
144	6196	1
144	6356	1
145	1408	1
145	5271	1
146	3944	1
147	2371	1
147	2396	1
148	2433	1
148	5859	1
149	321	1
149	548	1
149	934	1
149	964	1
149	2237	1
149	2245	1
149	3153	1
149	3909	1
149	4040	1
149	4201	1
149	4707	1
149	5203	1
149	5734	1
149	6308	1
150	2714	1
150	3169	1
151	481	1
151	5206	1
152	6078	2
153	1625	1
154	3184	1
154	4276	1
155	3566	1
155	4139	1
156	3272	1
156	3453	1
156	3546	1
156	3979	1
157	68	1
157	107	1
157	124	1
157	310	1
157	329	1
157	404	1
157	1353	1
157	1653	1
157	1915	1
157	2144	1
157	2204	1
157	3118	1
157	3806	1
157	3808	1
157	3813	1
157	3814	1
157	3846	1
157	3979	1
157	4212	1
157	4458	1
157	4494	1
157	4649	1
157	4995	1
157	5002	1
157	5003	1
157	5211	1
157	5426	1
157	5547	1
157	5654	1
157	5734	1
157	5947	1
157	5977	1
157	5979	1
157	5982	1
157	6002	1
157	6017	1
157	6349	1
157	6370	1
158	3382	1
158	5080	1
159	1692	1
160	2379	1
160	5330	1
161	2752	1
161	4804	1
162	191	1
162	1683	1
162	2084	1
162	2662	1
162	4116	1
162	4208	1
162	5198	1
163	2097	1
163	2909	1
164	5049	1
165	2097	1
165	3932	1
165	4276	1
165	6074	1
166	4219	1
167	1796	1
167	2937	1
168	352	1
168	521	1
168	582	1
168	1189	1
168	1347	1
168	1737	1
168	2259	1
168	3979	1
168	3984	1
168	5245	1
168	5481	1
168	5494	1
169	2804	1
169	4683	1
170	2500	1
170	4438	1
170	4912	1
170	5531	1
171	723	1
171	4194	1
172	4283	1
173	1340	1
174	3196	1
174	5960	1
175	890	1
175	1381	1
175	2215	1
175	4426	1
175	5740	1
176	200	1
176	1430	1
177	2141	1
177	4372	1
178	2969	1
179	1500	1
179	1696	1
179	2761	1
179	5395	1
180	3553	1
180	4691	1
180	4718	1
180	4819	1
181	223	1
181	1301	1
181	3403	1
181	3543	1
181	4691	1
181	4723	1
182	1502	1
182	3390	1
183	3979	1
184	239	1
184	2354	1
184	2541	1
184	4116	1
184	4231	1
184	6218	1
185	1589	1
185	4919	1
186	1335	1
186	1607	1
187	3198	1
187	3979	1
188	4907	1
189	1379	1
190	2254	1
190	4002	1
190	5911	1
191	4506	1
192	2541	1
193	1442	1
193	4429	1
194	3979	3
194	4019	1
194	6078	1
195	631	1
195	2407	1
195	3510	1
195	4162	1
195	5813	1
196	4760	1
197	1645	1
197	1665	1
197	1921	1
197	1928	1
197	1936	1
197	2047	1
197	2054	1
197	2098	2
197	3166	1
197	3254	1
197	3324	1
197	3925	1
197	3984	2
197	5064	1
197	5067	1
197	5546	1
197	6080	1
198	1915	1
199	5452	1
200	2097	1
200	2685	1
200	5654	1
201	3302	1
