0	68	1
0	178	1
0	2134	1
0	2150	1
0	2544	1
0	2569	1
0	2843	1
0	3101	1
0	3544	1
0	3562	1
0	3964	1
0	4011	1
0	4061	1
0	5544	1
0	5917	1
0	6170	1
0	6233	1
0	7480	1
1	197	1
1	2781	1
1	2968	1
1	3429	1
1	3547	1
1	4638	1
1	4783	1
1	5312	1
1	5746	1
1	6054	1
1	6533	1
1	6675	1
1	6716	1
1	7068	1
1	7668	1
2	34	1
2	55	1
2	64	1
2	70	1
2	73	1
2	102	1
2	136	1
2	174	1
2	179	1
2	197	1
2	200	1
2	462	1
2	484	1
2	558	1
2	596	1
2	796	1
2	1086	1
2	1957	1
2	2013	1
2	2056	1
2	2115	1
2	2134	1
2	2325	1
2	2465	1
2	2472	1
2	2516	1
2	2543	1
2	2544	1
2	2558	1
2	2561	1
2	2593	1
2	2598	1
2	2622	1
2	2639	1
2	2708	1
2	2745	1
2	2781	1
2	2788	1
2	2873	1
2	2888	1
2	3101	1
2	3142	1
2	3163	1
2	3180	1
2	3232	1
2	3238	1
2	3334	1
2	3346	1
2	3348	1
2	3379	1
2	3384	1
2	3461	1
2	3492	1
2	3496	1
2	3544	1
2	3570	1
2	3707	1
2	3738	1
2	3826	1
2	3880	1
2	3895	1
2	3937	1
2	3998	1
2	4011	1
2	4050	1
2	4057	1
2	4060	1
2	4061	1
2	4211	1
2	4212	1
2	4259	1
2	4465	1
2	4470	1
2	4511	1
2	4542	1
2	4603	1
2	4637	1
2	4665	1
2	4788	1
2	4795	1
2	4800	1
2	4938	1
2	4993	1
2	5092	1
2	5097	1
2	5222	1
2	5225	1
2	5226	1
2	5245	1
2	5364	1
2	5542	1
2	5555	1
2	5623	1
2	5650	1
2	5666	1
2	5737	1
2	5825	3
2	5863	1
2	5887	1
2	5927	1
2	5933	2
2	5974	1
2	6101	1
2	6114	1
2	6142	1
2	6144	1
2	6159	1
2	6170	1
2	6173	1
2	6227	1
2	6233	1
2	6272	1
2	6319	1
2	6372	1
2	6390	1
2	6466	1
2	6489	1
2	6606	1
2	6652	1
2	6736	1
2	6744	1
2	6817	1
2	6829	1
2	6916	1
2	6931	1
2	6958	1
2	7069	1
2	7077	1
2	7098	1
2	7126	1
2	7174	1
2	7213	1
2	7224	1
2	7247	2
2	7386	1
2	7451	1
2	7531	1
2	7534	1
2	7582	1
2	7583	1
2	7628	1
2	7635	2
2	7658	1
3	37	1
3	38	1
3	64	1
3	125	1
3	166	1
3	479	1
3	2051	1
3	2099	1
3	2544	1
3	2545	1
3	2558	1
3	2639	1
3	2798	1
3	2843	1
3	2869	1
3	3110	1
3	3350	1
3	3563	1
3	3799	1
3	3994	1
3	4402	1
3	4665	1
3	4861	1
3	5029	1
3	5031	1
3	5584	1
3	5650	1
3	5703	1
3	5741	1
3	5855	1
3	5920	1
3	5970	1
3	6006	1
3	6270	1
3	6319	1
3	6415	1
3	6533	1
3	6740	1
3	7584	1
3	7633	1
3	7661	1
4	2152	1
4	2544	1
4	2700	1
4	2781	1
4	5020	1
5	178	1
5	3933	1
5	5078	1
5	7617	1
6	3553	1
6	6146	1
6	6458	1
6	7068	1
7	125	1
7	223	1
7	3747	1
7	4576	1
7	4798	1
7	5144	1
7	6013	1
7	6415	1
7	7128	1
8	2299	1
8	4015	1
8	4798	1
8	7383	1
9	2422	1
9	2639	1
9	3146	1
9	4011	1
9	6227	1
10	129	1
10	195	1
10	2116	1
10	2544	1
10	3350	1
10	3902	1
10	5004	1
10	5887	1
10	5993	1
10	7174	1
10	7617	1
11	2090	1
11	2374	1
11	5739	1
11	5825	2
11	6374	1
11	7126	1
11	7135	1
11	7684	1
12	148	1
12	5074	1
12	5097	2
12	6806	1
13	63	1
13	571	1
13	1083	1
13	2116	1
13	4387	1
14	1	1
14	5084	1
14	6939	1
14	7461	1
14	7481	1
15	71	1
15	176	1
15	224	1
15	2128	1
15	2598	1
15	2884	1
15	3434	1
15	3848	1
15	3994	1
15	4046	1
15	4057	1
15	4784	1
15	4964	1
15	5039	1
15	5597	1
15	6096	1
15	6137	1
15	6806	1
15	7056	1
15	7481	1
15	7605	1
16	5364	1
16	6415	1
16	6953	1
17	2573	1
17	2639	1
17	2799	1
17	3116	1
17	3769	1
17	5825	1
17	5917	1
17	6112	1
17	6114	1
17	6134	1
17	6898	1
17	6957	1
17	7137	1
17	7377	1
18	36	1
18	60	1
18	69	1
18	3994	1
18	5062	1
18	5475	1
18	5749	1
18	7120	1
19	68	1
19	69	1
19	170	1
19	301	1
19	2146	1
19	3418	1
19	3973	1
19	4150	1
19	4415	1
19	5455	1
19	6249	1
20	36	1
20	82	1
20	111	1
20	132	1
20	140	1
20	164	1
20	208	1
20	209	1
20	251	1
20	291	1
20	417	1
20	461	1
20	478	1
20	484	1
20	686	1
20	1741	1
20	1770	1
20	1835	1
20	2051	2
20	2056	1
20	2134	1
20	2151	1
20	2156	1
20	2163	1
20	2441	1
20	2515	1
20	2544	1
20	2569	1
20	2639	1
20	2714	1
20	2781	2
20	2790	1
20	2795	1
20	2840	1
20	2869	1
20	2875	1
20	2960	1
20	3050	1
20	3126	1
20	3146	2
20	3391	2
20	3426	1
20	3441	1
20	3526	1
20	3551	1
20	3562	1
20	3765	1
20	3783	1
20	3799	1
20	3845	1
20	3866	1
20	3909	1
20	3964	1
20	3995	1
20	3998	1
20	4017	1
20	4186	1
20	4341	1
20	4350	1
20	4394	1
20	4459	1
20	4566	1
20	4620	1
20	4786	2
20	4800	1
20	4967	1
20	5004	1
20	5016	1
20	5021	1
20	5056	1
20	5062	1
20	5317	1
20	5385	1
20	5404	1
20	5453	1
20	5490	2
20	5581	1
20	5664	1
20	5825	1
20	5871	1
20	5874	1
20	5928	1
20	5933	3
20	5942	1
20	5974	1
20	5993	1
20	6126	1
20	6148	1
20	6155	1
20	6188	1
20	6235	1
20	6374	1
20	6392	1
20	6568	1
20	6642	1
20	6796	1
20	6805	1
20	6811	1
20	6939	1
20	6985	1
20	7069	1
20	7098	1
20	7102	1
20	7126	2
20	7373	1
20	7383	1
20	7385	1
20	7386	1
20	7406	1
20	7454	2
20	7463	1
20	7501	1
20	7520	1
20	7534	1
20	7584	1
20	7636	1
20	7638	1
20	7678	1
20	7692	1
21	138	1
21	336	1
21	4037	1
21	5080	1
22	3	1
22	198	1
22	329	1
22	716	1
22	845	1
22	1138	1
22	2760	1
22	3009	1
22	3115	1
22	3734	1
22	3932	1
22	4143	1
22	4144	1
22	4210	1
22	5157	1
22	5653	1
22	6554	1
22	6745	1
22	6961	1
22	7181	1
22	7452	1
22	7682	1
23	5	1
23	11	1
23	25	1
23	40	1
23	56	1
23	75	1
23	77	1
23	78	1
23	92	1
23	110	1
23	113	1
23	129	1
23	134	1
23	169	1
23	211	1
23	215	1
23	216	1
23	229	1
23	231	1
23	243	1
23	296	1
23	386	1
23	425	1
23	432	1
23	444	1
23	498	1
23	532	1
23	550	1
23	577	1
23	604	1
23	689	1
23	865	1
23	1080	1
23	1095	1
23	1793	1
23	1837	1
23	2070	1
23	2137	1
23	2418	1
23	2437	1
23	2525	1
23	2544	1
23	2594	1
23	2639	1
23	2781	1
23	2925	1
23	2959	1
23	2962	1
23	3007	1
23	3147	1
23	3170	1
23	3202	1
23	3753	1
23	3785	1
23	3896	1
23	3905	1
23	3916	1
23	3935	1
23	3984	2
23	4015	1
23	4018	1
23	4081	1
23	4355	1
23	4413	1
23	4418	1
23	4535	1
23	4571	1
23	4573	1
23	4656	1
23	4787	1
23	4837	1
23	4838	1
23	4899	1
23	4927	1
23	4960	2
23	4976	1
23	4984	1
23	5031	1
23	5053	1
23	5056	1
23	5067	1
23	5068	1
23	5088	1
23	5178	1
23	5259	1
23	5282	1
23	5287	1
23	5451	1
23	5455	1
23	5639	1
23	5640	1
23	5646	1
23	5661	1
23	5669	1
23	5690	1
23	5731	1
23	5757	1
23	5801	1
23	5808	1
23	5825	3
23	5858	1
23	5874	1
23	5895	1
23	5903	1
23	5917	1
23	6023	1
23	6036	1
23	6037	1
23	6099	1
23	6123	1
23	6270	1
23	6289	1
23	6310	1
23	6311	1
23	6415	1
23	6429	1
23	6454	1
23	6525	1
23	6532	1
23	6546	1
23	6602	1
23	6715	1
23	6783	1
23	6799	1
23	6806	1
23	6808	1
23	6839	1
23	6910	1
23	6963	1
23	6965	1
23	7035	1
23	7061	1
23	7079	1
23	7169	1
23	7291	2
23	7327	1
23	7328	1
23	7335	1
23	7380	1
23	7451	1
23	7461	1
23	7497	1
23	7528	1
23	7534	1
23	7567	1
23	7643	1
23	7661	1
23	7679	1
23	7692	3
24	2661	1
24	2948	1
24	3738	1
24	3765	1
24	3802	1
24	5364	1
24	6140	1
24	6319	1
24	6781	1
25	422	1
25	424	1
25	5317	1
26	3388	1
26	3857	1
26	5317	1
26	6339	1
26	7068	1
26	7386	1
27	170	1
27	2545	1
27	2561	1
27	5451	1
27	6272	1
27	7374	1
27	7420	1
27	7511	1
28	110	1
28	129	1
28	210	1
28	213	1
28	2648	1
28	3082	1
28	3146	1
28	3418	1
28	4048	1
28	4465	1
28	4573	1
28	5062	1
28	5077	1
28	5475	1
28	5621	1
28	6339	1
28	7174	1
28	7298	1
28	7328	1
28	7461	1
29	25	1
29	30	1
29	33	1
29	34	1
29	50	1
29	56	1
29	84	1
29	95	1
29	100	1
29	147	1
29	163	1
29	170	1
29	181	1
29	191	1
29	202	1
29	207	1
29	250	1
29	254	1
29	321	1
29	348	1
29	421	1
29	430	1
29	622	1
29	672	1
29	673	1
29	707	3
29	827	1
29	879	1
29	1049	1
29	1158	1
29	1370	1
29	1772	1
29	2070	1
29	2094	1
29	2185	1
29	2284	1
29	2401	1
29	2571	1
29	2594	1
29	2603	1
29	2604	1
29	2624	1
29	2639	4
29	2729	1
29	2765	2
29	2781	2
29	2798	1
29	2933	1
29	2946	1
29	2948	1
29	2989	1
29	3044	1
29	3078	1
29	3088	1
29	3102	1
29	3146	4
29	3169	1
29	3223	1
29	3248	1
29	3361	1
29	3371	1
29	3738	1
29	3773	1
29	3814	1
29	3845	1
29	3897	1
29	3911	1
29	3913	1
29	3943	1
29	3964	1
29	3975	1
29	4011	1
29	4022	1
29	4027	1
29	4160	1
29	4318	1
29	4325	1
29	4347	1
29	4350	2
29	4372	1
29	4379	1
29	4407	1
29	4415	1
29	4418	1
29	4449	1
29	4768	1
29	4993	1
29	4999	1
29	5004	2
29	5022	1
29	5026	1
29	5089	1
29	5102	1
29	5108	1
29	5125	1
29	5158	1
29	5228	1
29	5265	1
29	5272	1
29	5294	1
29	5297	1
29	5543	1
29	5554	1
29	5562	1
29	5583	1
29	5590	1
29	5597	1
